,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,country_id,year_id
1,0.0,0.0,0.0,0.0,1,1
2,0.0,0.0,0.0,0.0,1,2
3,0.0,0.0,0.0,0.0,1,3
4,0.0,0.0,0.0,0.0,1,4
5,0.0,0.0,0.0,0.0,1,5
6,0.0,0.0,0.0,0.0,1,6
7,0.0,0.0,0.0,0.0,1,7
8,0.0,0.0,0.0,0.0,1,8
9,0.0,0.0,0.0,0.0,1,9
10,0.0,0.0,0.0,0.0,1,10
11,0.0,0.0,0.0,0.0,1,11
12,0.0,0.0,0.0,0.0,1,12
13,0.0,0.0,0.0,0.0,1,13
14,0.0,0.0,0.0,0.0,1,14
15,0.0,0.0,0.0,0.0,1,15
16,0.0,0.0,0.0,0.0,1,16
17,0.0,0.0,0.0,0.0,1,17
18,0.0,0.0,0.0,0.0,1,18
19,0.0,0.0,0.0,0.0,1,19
20,0.0,0.0,0.0,0.0,1,20
21,0.0,0.0,0.0,0.0,1,21
22,0.0,0.0,0.0,0.0,1,22
23,0.0,0.0,0.0,13.905635,2,23
24,0.0,0.0,0.0,15.510005,2,24
25,0.0,0.0,0.0,16.190636,2,25
26,0.0,0.0,0.0,18.938341,2,26
27,0.0,0.0,0.0,22.100891,2,27
28,0.0,0.0,0.0,27.630428,2,28
29,0.164,0.0,0.0,26.01339,2,29
30,0.165,0.0,0.0,29.633196,2,30
31,0.17,0.0,0.0,31.345707,2,31
32,0.175,0.0,0.0,35.667076,2,32
33,0.172,0.0,0.0,37.717968,2,33
34,0.185,0.0,0.0,41.797634,2,34
35,0.189,0.0,0.0,45.92877,2,35
36,0.195,0.0,0.0,46.306942,2,36
37,0.201,0.0,0.0,49.56523,2,37
38,0.207,0.0,0.0,48.311787,2,38
39,0.218,0.0,0.0,50.192905,2,39
40,0.236,0.0,0.0,50.206238,2,40
41,0.23,0.0,0.0,45.24716,2,41
42,0.234,0.0,0.0,44.489975,2,42
43,0.269,0.0,0.0,49.449684,2,43
44,0.659,0.0,0.0,51.14537,2,44
45,0.658,0.0,0.0,49.05646,2,45
46,0.626,0.0,0.0,53.593452,2,46
47,0.617,0.0,0.0,56.27621,2,47
48,0.796,0.0,0.0,57.254658,2,48
49,0.812,0.0,0.0,60.65149,2,49
50,0.84225,0.0,0.0,57.86029,2,50
51,0.9377,0.0,0.002,56.682507,2,51
52,0.835,0.0,0.0054,57.59605,2,52
53,1.0187,0.0,0.0063,59.76888,2,53
54,1.258093,0.0,0.0071,62.31646,2,54
55,1.3866404,0.0,0.0072,63.852497,2,55
56,1.7125492,0.0,0.0076,66.654884,2,56
57,1.6961248,0.0,0.0198,70.68426,2,57
58,2.2690632,0.011941,0.1755,75.25581,2,1
59,2.3353527,0.01496,0.41558,80.86911,2,2
60,2.2864,0.016799714,0.44358402,85.02647,2,3
61,2.6224,0.020059295,0.535599,82.57461,2,4
62,2.9788496,0.02456688,0.7682805,87.21947,2,5
63,3.0096693,0.029383464,0.7803821,88.83774,2,6
64,3.7704048,0.03791205,0.8525656,92.049355,2,7
65,3.1420484,0.050479364,1.0162233,95.19856,2,8
66,3.2673957,0.07265389,1.3117782,96.96721,2,9
67,3.5627222,0.09582155,1.5892309,99.56114,2,10
68,3.764553,0.21605176,2.2845824,107.69848,2,11
69,3.8587685,0.6020893,2.386504,110.75051,2,12
70,4.0424066,0.99265915,2.5156302,111.22693,2,13
71,4.433249,0.7875202,3.5934472,117.65244,2,14
72,5.462047,1.9041501,5.060073,124.08204,2,15
73,7.1696815,3.2586064,8.9106865,120.4148,2,16
74,7.231852,5.3840914,11.176371,117.42635,2,17
75,7.6260357,7.7734146,12.457454,126.34168,2,18
76,8.17267,10.053543,14.769322,134.60007,2,19
77,8.262966,12.894289,19.331635,139.4176,2,20
78,8.066416,16.058805,21.302898,146.37308,2,21
79,8.026317,16.515236,24.41597,153.4187,2,22
80,0.0,0.0,0.0,13.905635,3,23
81,0.0,0.0,0.0,15.510004,3,24
82,0.0,0.0,0.0,16.190636,3,25
83,0.0,0.0,0.0,18.938341,3,26
84,0.0,0.0,0.0,22.10089,3,27
85,0.0,0.0,0.0,27.63043,3,28
86,0.164,0.0,0.0,26.013391,3,29
87,0.165,0.0,0.0,29.633196,3,30
88,0.17,0.0,0.0,31.345707,3,31
89,0.175,0.0,0.0,35.667076,3,32
90,0.172,0.0,0.0,37.71797,3,33
91,0.185,0.0,0.0,41.797634,3,34
92,0.189,0.0,0.0,45.92877,3,35
93,0.195,0.0,0.0,46.30694,3,36
94,0.201,0.0,0.0,49.56523,3,37
95,0.207,0.0,0.0,48.311783,3,38
96,0.218,0.0,0.0,50.192905,3,39
97,0.236,0.0,0.0,50.206238,3,40
98,0.23,0.0,0.0,45.24716,3,41
99,0.234,0.0,0.0,44.489975,3,42
100,0.269,0.0,0.0,49.449684,3,43
101,0.659,0.0,0.0,51.145374,3,44
102,0.658,0.0,0.0,49.05646,3,45
103,0.626,0.0,0.0,53.593456,3,46
104,0.617,0.0,0.0,56.276215,3,47
105,0.796,0.0,0.0,57.254658,3,48
106,0.812,0.0,0.0,60.65149,3,49
107,0.84225,0.0,0.0,57.86029,3,50
108,0.9377,0.0,0.002,56.682507,3,51
109,0.835,0.0,0.0054,57.59605,3,52
110,1.0187,0.0,0.0063,59.768875,3,53
111,1.2580931,0.0,0.0071,62.31646,3,54
112,1.3866404,0.0,0.0072,63.852497,3,55
113,1.7125493,0.0,0.0076,66.654884,3,56
114,1.6961248,0.0,0.0198,70.68426,3,57
115,2.2690632,0.011941,0.1755,75.25581,3,1
116,2.3353527,0.01496,0.41558,80.86912,3,2
117,2.2864,0.016799713,0.443584,85.02647,3,3
118,2.6224,0.020059297,0.535599,82.5746,3,4
119,2.9788496,0.02456688,0.7682805,87.21947,3,5
120,3.0096693,0.029383464,0.7803821,88.83773,3,6
121,3.7704048,0.03791205,0.8525656,92.049355,3,7
122,3.1420484,0.050479364,1.0162233,95.19856,3,8
123,3.2673957,0.07265389,1.3117782,96.96721,3,9
124,3.5627222,0.09582156,1.5892309,99.561134,3,10
125,3.764553,0.21605176,2.2845824,107.69849,3,11
126,3.8587687,0.6020893,2.386504,110.75051,3,12
127,4.042407,0.99265915,2.5156302,111.22693,3,13
128,4.433249,0.7875202,3.5934472,117.65245,3,14
129,5.462047,1.9041501,5.060073,124.08205,3,15
130,7.1696815,3.2586064,8.9106865,120.4148,3,16
131,7.231852,5.3840914,11.176371,117.42635,3,17
132,7.6260357,7.7734146,12.457454,126.34168,3,18
133,8.17267,10.053543,14.769322,134.60008,3,19
134,8.262966,12.894289,19.331633,139.4176,3,20
135,8.066416,16.058805,21.302898,146.37308,3,21
136,8.026318,16.515236,24.41597,153.41869,3,22
137,0.0,0.0,0.0,0.0,4,1
138,0.0,0.0,0.0,0.0,4,2
139,0.0,0.0,0.0,0.0,4,3
140,0.0,0.0,0.0,0.0,4,4
141,0.0,0.0,0.0,0.0,4,5
142,0.0,0.0,0.0,0.0,4,6
143,0.0,0.0,0.0,0.0,4,7
144,0.0,0.0,0.0,0.0,4,8
145,0.0,0.0,0.0,0.0,4,9
146,0.0,0.0,0.0,0.0,4,10
147,0.0,0.0,0.0,0.0,4,11
148,0.0,0.0,0.0,0.0,4,12
149,0.0,0.0,0.0,0.0,4,13
150,0.0,0.0,0.0,0.0,4,14
151,0.0,0.0,0.0,0.0,4,15
152,0.0,0.0,0.0,0.0,4,16
153,0.0,0.0,0.0,0.0,4,17
154,0.0,0.0,0.0,0.0,4,18
155,0.0,0.0,0.0,0.0,4,19
156,0.0,0.0,0.0,0.0,4,20
157,0.0,0.0,0.0,0.0,4,21
158,0.0,0.0,0.0,0.0,4,22
159,0.0,0.0,0.0,0.0,5,48
160,0.0,0.0,0.0,0.0,5,49
161,0.0,0.0,0.0,0.0,5,50
162,0.0,0.0,0.0,0.0,5,51
163,0.0,0.0,0.0,0.0,5,52
164,0.0,0.0,0.0,0.0,5,53
165,0.0,0.0,0.0,0.0,5,54
166,0.0,0.0,0.0,0.0,5,55
167,0.0,0.0,0.0,0.0,5,56
168,0.0,0.0,0.0,0.0,5,57
169,0.0,0.0,0.0,0.0,5,1
170,0.0,0.0,0.0,0.0,5,2
171,0.0,0.0,0.0,0.0,5,3
172,0.0,0.0,0.0,0.0,5,4
173,0.0,0.0,0.0,0.0,5,5
174,0.0,0.0,0.0,0.0,5,6
175,0.0,0.0,0.0,0.0,5,7
176,0.0,0.0,0.0,0.0,5,8
177,0.0,0.0,0.0,0.0,5,9
178,0.0,0.0,0.0,0.0,5,10
179,0.0,0.0,0.0,0.0,5,11
180,0.0,0.0,0.0,0.0,5,12
181,0.0,0.0,0.0,0.0,5,13
182,0.0,0.0,0.0,0.0,5,14
183,0.0,0.0,0.0,0.0,5,15
184,0.0,0.0,0.0,0.0,5,16
185,0.0,0.0,0.0,0.0,5,17
186,0.0,0.0,0.0,0.0,5,18
187,0.0,0.0,0.0,0.0,5,19
188,0.0,0.0,0.0,0.0,5,20
189,0.0,0.0,0.0,0.0,5,21
190,0.0,0.0,0.0,0.4,6,23
191,0.0,0.0,0.0,0.355,6,24
192,0.0,0.0,0.0,0.41,6,25
193,0.0,0.0,0.0,0.563,6,26
194,0.0,0.0,0.0,0.361,6,27
195,0.0,0.0,0.0,0.58,6,28
196,0.0,0.0,0.0,0.33,6,29
197,0.0,0.0,0.0,0.495,6,30
198,0.0,0.0,0.0,0.752,6,31
199,0.0,0.0,0.0,0.497,6,32
200,0.0,0.0,0.0,0.328,6,33
201,0.0,0.0,0.0,0.389,6,34
202,0.0,0.0,0.0,0.269,6,35
203,0.0,0.0,0.0,0.25,6,36
204,0.0,0.0,0.0,0.291,6,37
205,0.0,0.0,0.0,0.257,6,38
206,0.0,0.0,0.0,0.366,6,39
207,0.0,0.0,0.0,0.479,6,40
208,0.0,0.0,0.0,0.235,6,41
209,0.0,0.0,0.0,0.452,6,42
210,0.0,0.0,0.0,0.646,6,43
211,0.0,0.0,0.0,0.25,6,44
212,0.0,0.0,0.0,0.499,6,45
213,0.0,0.0,0.0,0.183,6,46
214,0.0,0.0,0.0,0.226,6,47
215,0.0,0.0,0.0,0.135,6,48
216,0.0,0.0,0.0,0.293,6,49
217,0.0,0.0,0.0,0.199,6,50
218,0.0,0.0,0.0,0.353,6,51
219,0.0,0.0,0.0,0.166,6,52
220,0.0,0.0,0.0,0.193,6,53
221,0.0,0.0,0.0,0.135,6,54
222,0.0,0.0,0.0,0.075,6,55
223,0.0,0.0,0.0,0.215,6,56
224,0.0,0.0,0.0,0.203,6,57
225,0.0,0.0,0.0,0.054,6,1
226,0.0,0.0,0.0,0.069,6,2
227,0.0,0.0,0.0,0.057,6,3
228,0.0,0.0,0.0,0.265,6,4
229,0.0,0.0,0.0,0.251,6,5
230,0.0,0.0,0.0,0.5553,6,6
231,0.0,0.0,0.0,0.2176,6,7
232,0.0,0.0,0.0,0.226,6,8
233,0.0,0.0,0.0,0.283,6,9
234,0.0,0.0,0.0,0.342,6,10
235,0.0,0.0091,0.0,0.173,6,11
236,0.0,0.01811875,0.0,0.378,6,12
237,0.0,0.026723014,0.0,0.389,6,13
238,0.0,0.0286,0.0,0.099,6,14
239,0.0,0.06,0.001,0.193,6,15
240,0.0,0.058,0.019,0.145,6,16
241,0.0,0.245,0.019052055,0.072,6,17
242,0.0,0.504,0.019,0.056,6,18
243,0.0,0.603,0.01,0.117,6,19
244,0.0,0.615,0.01,0.152,6,20
245,0.0,0.685,0.0077,0.0496,6,21
246,0.0,0.664,0.0105,0.0093,6,22
247,0.0,0.0,0.0,0.0,7,1
248,0.0,0.0,0.0,0.0,7,2
249,0.0,0.0,0.0,0.0,7,3
250,0.0,0.0,0.0,0.0,7,4
251,0.0,0.0,0.0,0.0,7,5
252,0.0,0.0,0.0,0.0,7,6
253,0.0,0.0,0.0,0.0,7,7
254,0.0,0.0,0.0,0.0,7,8
255,0.0,0.0,0.0,0.0,7,9
256,0.0,0.0,0.0,0.0,7,10
257,0.0,0.0,0.0,0.0,7,11
258,0.0,0.0,0.0,0.0,7,12
259,0.0,0.0,0.0,0.0,7,13
260,0.0,0.0,0.0,0.0,7,14
261,0.0,0.0,0.0,0.0,7,15
262,0.0,0.0,0.0,0.0,7,16
263,0.0,0.0,0.0,0.0,7,17
264,0.0,0.0,0.0,0.0,7,18
265,0.0,0.0,0.0,0.0,7,19
266,0.0,0.0,0.0,0.0,7,20
267,0.0,0.0,0.0,0.0,7,21
268,0.0,0.0,0.0,0.0,7,22
269,0.0,0.0,0.0,0.0,8,1
270,0.0,0.0,0.0,0.0,8,2
271,0.0,0.0,0.0,0.0,8,3
272,0.0,0.0,0.0,0.0,8,4
273,0.0,0.0,0.0,0.0,8,5
274,0.0,0.0,0.0,0.0,8,6
275,0.0,0.0,0.0,0.0,8,7
276,0.0,0.0,0.0,0.0,8,8
277,0.0,0.0,0.0,0.0,8,9
278,0.0,0.0,0.0,0.0,8,10
279,0.0,0.0,0.0,0.0,8,11
280,0.0,0.0,0.0,0.0,8,12
281,0.0,0.0,0.0,0.0,8,13
282,0.0,0.0,0.0,0.0,8,14
283,0.0,0.0,0.0,0.0,8,15
284,0.0,0.0,0.0,0.0,8,16
285,0.0,0.0,0.0,0.0,8,17
286,0.0,0.0,0.0,0.0,8,18
287,0.0,0.0,0.0,0.0,8,19
288,0.0,0.0,0.0,0.0,8,20
289,0.0,0.0,0.0,0.0,8,21
290,0.0,0.0,0.0,0.0,8,22
291,0.0,0.0,0.0,0.0,9,1
292,0.0,0.0,0.0,0.0,9,2
293,0.0,0.0,0.0,0.0,9,3
294,0.0,0.0,0.0,0.0,9,4
295,0.0,0.0,0.0,0.0,9,5
296,0.0,0.0,0.0,0.0,9,6
297,0.0,0.0,0.0,0.0,9,7
298,0.0,0.0,0.0,0.0,9,8
299,0.0,0.0,0.0,0.0,9,9
300,0.0,0.0,0.0,0.0,9,10
301,0.0,0.0,0.0,0.0,9,11
302,0.0,0.0,0.0,0.0,9,12
303,0.0,0.0,0.0,0.0,9,13
304,0.0,0.0,0.0,0.0,9,14
305,0.0,0.0,0.0,0.0,9,15
306,0.0,0.0,0.0,0.0,9,16
307,0.0,0.0,0.0,0.0,9,17
308,0.0,0.0,0.0,0.0,9,18
309,0.0,0.0,0.0,0.0,9,19
310,0.0,0.0,0.0,0.0,9,20
311,0.0,0.0,0.0,0.0,9,21
312,0.0,0.0,0.0,0.0,9,22
313,0.0,0.0,0.0,1.2251163,10,23
314,0.0,0.0,0.0,1.2409302,10,24
315,0.0,0.0,0.0,1.2706977,10,25
316,0.0,0.0,0.0,1.4976745,10,26
317,0.0,0.0,0.0,1.3432558,10,27
318,0.05624185,0.0,0.0,1.5571272,10,28
319,0.05899074,0.0,0.0,1.5461483,10,29
320,0.07602739,0.0,0.0,1.5026463,10,30
321,0.05997025,0.0,0.0,2.9974296,10,31
322,0.06100323,0.0,0.0,4.994663,10,32
323,0.063990325,0.0,0.0,5.1947746,10,33
324,0.060962547,0.0,0.0,5.014902,10,34
325,0.064003065,0.0,0.0,5.7667804,10,35
326,0.06397281,0.0,0.0,7.7466183,10,36
327,0.09498376,0.0,0.0,10.656913,10,37
328,0.09901763,0.0,0.0,15.140881,10,38
329,0.08701801,0.0,0.0,14.684794,10,39
330,0.1149734,0.0,0.0,17.592196,10,40
331,0.15497561,0.0,0.0,18.41851,10,41
332,0.11498845,0.0,0.0,19.877867,10,42
333,0.12000641,0.0,0.0,20.653124,10,43
334,0.123990245,0.0,0.0,21.030247,10,44
335,0.10598629,0.0,0.0,21.912518,10,45
336,0.12296129,0.0,0.0,15.259144,10,46
337,0.10600155,0.0,0.0,13.187393,10,47
338,0.13302182,0.0,0.0,17.713175,10,48
339,0.1310081,0.0,0.0,15.869253,10,49
340,0.12998593,0.0,0.0,19.16509,10,50
341,0.09599508,0.0,0.0,23.768307,10,51
342,0.099004395,0.0,0.0,27.286676,10,52
343,0.119016126,0.0,0.0,26.503681,10,53
344,0.22302064,0.0,0.009618,22.471685,10,54
345,0.17875852,0.0,0.014592,27.924665,10,55
346,0.20689325,1.7e-05,0.032541,26.475504,10,56
347,0.26199996,2.6e-05,0.034781,21.396791,10,57
348,0.3860283,3.6e-05,0.034758,28.575241,10,1
349,0.36299825,4.3e-05,0.049361,36.580173,10,2
350,0.5299802,4.7e-05,0.073405,35.778835,10,3
351,0.88059855,6.5e-05,0.077954,33.800575,10,4
352,0.86751235,7e-05,0.072446,30.462402,10,5
353,0.9164998,8.1e-05,0.07171966,34.216137,10,6
354,1.046309,9e-05,0.06964,38.015213,10,7
355,1.0708514,0.0001089,0.061593,31.22015,10,8
356,1.2059801,0.0001437,0.04195108,31.199696,10,9
357,1.1889358,7.6084e-05,0.036831528,34.618187,10,10
358,1.4423598,8.589e-05,0.025351606,33.35991,10,11
359,1.4191314,0.001614,0.02659055,31.18693,10,12
360,1.484553,0.008172967,0.369862,29.1644,10,13
361,1.6066635,0.015074079,0.45335487,32.771378,10,14
362,1.482859,0.015944,0.619491,32.416695,10,15
363,1.517351,0.014683,0.593335,32.33747,10,16
364,1.1388094,0.014273,0.547359,29.752789,10,17
365,1.3890371,0.016417,0.611567,31.594284,10,18
366,1.5898329,0.10813,1.412743,32.278667,10,19
367,1.6499021,0.79969794,4.9959664,27.504503,10,20
368,2.264699,1.344358,9.410639,23.669312,10,21
369,2.1038966,2.1955633,12.937551,19.597536,10,22
370,0.0,0.0,0.0,0.0,11,1
371,0.0,0.0,0.0,0.0,11,2
372,0.0,0.0,0.0,0.0,11,3
373,0.0,0.0,0.0,0.0,11,4
374,0.0,0.0,0.0,0.0,11,5
375,0.0,0.0,0.0,0.0,11,6
376,0.0,0.0,0.0,0.0,11,7
377,0.0,0.0,0.0,0.0,11,8
378,0.0,0.0,0.0,0.0,11,9
379,0.0,0.0,0.0,0.0,11,10
380,0.0,0.0,0.0,0.0,11,11
381,0.0,0.0,0.0,0.0,11,12
382,0.0,0.0,0.0,0.0,11,13
383,0.0,0.0,0.0,0.0,11,14
384,0.0,0.0,0.0,0.0,11,15
385,0.0,0.0,0.0,0.0,11,16
386,0.0,0.0,0.0,0.0,11,17
387,0.0,0.0,0.0,0.0,11,18
388,0.0,0.0,0.0,0.0,11,19
389,0.0,0.0,0.0,0.0,11,20
390,0.0,0.0,0.0,0.0,11,21
391,0.0,0.0,0.0,0.0,11,22
392,0.0,0.0,0.0,0.0,12,1
393,0.0,0.0,0.0,0.0,12,2
394,0.0,0.0,0.0,0.0,12,3
395,0.0,0.0,0.0,0.0,12,4
396,0.0,0.0,0.0,0.0,12,5
397,0.0,0.0,0.0,0.0,12,6
398,0.0,0.0,0.0,0.0,12,7
399,0.0,0.0,0.0,0.0,12,8
400,0.0,0.0,0.0,0.0,12,9
401,0.0,0.0,0.0,0.0,12,10
402,0.0,0.0,0.0,0.0,12,11
403,0.0,0.0,0.0,0.0,12,12
404,0.0,0.0,0.0,0.0,12,13
405,0.0,0.0,0.0,0.0,12,14
406,0.0,0.0,0.0,0.0,12,15
407,0.0,0.0,0.0,0.0,12,16
408,0.0,0.0,0.0,0.0,12,17
409,0.0,0.0,0.0,0.0,12,18
410,0.0,0.0,0.0,0.0,12,19
411,0.0,0.0,0.0,0.0,12,20
412,0.0,0.0,0.0,0.0,12,21
413,0.0,0.0,0.0,0.0,12,22
414,0.1,0.0,0.0,142.90587,13,23
415,0.122,0.0,0.0,149.04556,13,24
416,0.173,0.0,0.0,139.2507,13,25
417,0.179,0.0,0.0,154.78128,13,26
418,0.178,0.0,0.0,160.68423,13,27
419,0.40870398,0.0,0.0,164.48134,13,28
420,0.39761102,0.0,0.0,179.92075,13,29
421,0.42359102,0.0,0.0,186.07146,13,30
422,0.450998,0.0,0.0,172.98293,13,31
423,0.514547,0.0,0.0,197.01353,13,32
424,0.598507,0.0,0.0,212.23686,13,33
425,0.528553,0.0,0.0,218.30035,13,34
426,0.752774,0.0,0.0,214.44467,13,35
427,0.967644,0.0,0.0,225.85852,13,36
428,1.881672,0.0,0.0,244.19711,13,37
429,3.27229,0.0,0.0,261.64688,13,38
430,5.158717,0.0,0.0,279.014,13,39
431,13.786909,0.0,0.0,276.3654,13,40
432,15.969758,0.0,0.0,289.0298,13,41
433,17.504143,0.0,0.0,289.70355,13,42
434,18.650616,0.0,0.0,343.2253,13,43
435,19.50979,0.0,0.0,345.83762,13,44
436,19.839085,0.0,0.0,358.31186,13,45
437,21.396158,0.0,0.0,411.7138,13,46
438,23.113253,0.0,0.0,421.20538,13,47
439,18.881407,0.004,0.033323232,444.1206,13,48
440,19.272646,0.004,0.12300091,449.01508,13,49
441,19.529099,0.015500001,0.22078313,452.27505,13,50
442,19.343426,0.028500002,0.3098508,502.67566,13,51
443,22.93912,0.036,0.578078,498.8318,13,52
444,27.571014,0.049510103,1.1145912,538.50226,13,53
445,28.013805,0.0725606,0.9768788,534.9226,13,54
446,31.614063,0.116365455,1.1958565,532.8262,13,55
447,33.696926,0.16731885,1.4579804,564.8095,13,56
448,36.97982,0.24566661,2.029756,550.17346,13,57
449,40.588943,0.38173443,2.382639,566.6794,13,1
450,41.515842,0.5543564,3.2005217,611.66364,13,2
451,42.871227,0.77081144,3.4702802,633.5691,13,3
452,44.736835,1.0533706,4.594285,658.35077,13,4
453,47.316742,1.390835,8.149257,775.4693,13,5
454,52.971306,1.7684904,10.250758,803.5207,13,6
455,56.996235,2.1937077,16.057991,884.3695,13,7
456,63.23911,2.631334,21.330153,928.37085,13,8
457,71.15207,3.1911235,32.621487,1053.4241,13,9
458,80.0869,4.1230693,50.676037,1023.3779,13,10
459,91.83977,5.857667,77.96537,1178.6938,13,11
460,100.99215,10.344753,110.11321,1193.3677,13,12
461,109.71559,15.574323,144.08229,1350.7999,13,13
462,121.81989,29.2343,184.99315,1458.8453,13,14
463,140.66154,59.336422,211.04466,1592.8458,13,15
464,163.37277,91.492004,240.93576,1659.4976,13,16
465,166.46243,138.28072,312.1903,1723.6475,13,17
466,194.7894,217.76898,390.91745,1768.7732,13,18
467,232.83195,310.58658,465.6706,1809.7231,13,19
468,260.6604,391.75977,514.10986,1934.5533,13,20
469,285.71262,467.6714,578.8373,1980.7616,13,21
470,336.35724,579.65894,785.60724,1938.0249,13,22
471,0.0,0.0,0.0,0.0,14,1
472,0.0,0.0,0.0,0.0,14,2
473,0.0,0.0,0.0,0.0,14,3
474,0.0,0.0,0.0,0.0,14,4
475,0.0,0.0,0.0,0.0,14,5
476,0.0,0.0,0.0,0.0,14,6
477,0.0,0.0,0.0,0.0,14,7
478,0.0,0.0,0.0,0.0,14,8
479,0.0,0.0,0.0,0.0,14,9
480,0.0,0.0,0.0,0.0,14,10
481,0.0,0.0,0.0,0.0,14,11
482,0.0,0.0,0.0,0.0,14,12
483,0.0,0.0,0.0,0.0,14,13
484,0.0,0.0,0.0,0.0,14,14
485,0.0,0.0,0.0,0.0,14,15
486,0.0,0.0,0.0,0.0,14,16
487,0.0,0.0,0.0,0.0,14,17
488,0.0,0.0,0.0,0.0,14,18
489,0.0,0.0,0.0,0.0,14,19
490,0.0,0.0,0.0,0.0,14,20
491,0.0,0.0,0.0,0.0,14,21
492,0.0,0.0,0.0,0.0,14,22
493,1.644,0.0,0.0,156.08955,15,23
494,1.643,0.0,0.0,162.31183,15,24
495,1.424,0.0,0.0,152.86674,15,25
496,1.577,0.0,0.0,168.24911,15,26
497,1.608,0.0,0.0,174.1638,15,27
498,1.776704,0.0,0.0,180.71,15,28
499,1.754611,0.0,0.0,199.45708,15,29
500,1.785591,0.0,0.0,205.11601,15,30
501,1.834998,0.0,0.0,194.01163,15,31
502,2.8156047,0.0,0.0,217.9046,15,32
503,2.9736698,0.0,0.0,232.44424,15,33
504,2.9064,0.0,0.0,233.25337,15,34
505,2.941779,0.0,0.0,227.03831,15,35
506,3.2368069,0.0,0.0,237.0464,15,36
507,4.032256,0.0,0.0,256.98187,15,37
508,5.492769,0.0,0.0,273.4472,15,38
509,7.3913007,0.0,0.0,289.72968,15,39
510,16.27123,0.0,0.0,282.66718,15,40
511,18.387142,0.0,0.0,299.34137,15,41
512,20.061474,0.0,0.0,299.4067,15,42
513,21.110823,0.0,0.0,320.04462,15,43
514,22.009226,0.0,0.0,328.1591,15,44
515,22.329086,0.0,0.0,326.8913,15,45
516,24.14604,0.0,0.0,361.78625,15,46
517,26.438787,0.0,0.0,388.04352,15,47
518,22.51375,0.004,0.032323234,399.27155,15,48
519,22.994274,0.00945,0.12200091,410.52426,15,49
520,23.15172,0.0276,0.22047403,401.52466,15,50
521,23.097511,0.0431,0.31183666,440.28693,15,51
522,26.580261,0.0534,0.58358806,443.2982,15,52
523,31.112776,0.0706601,1.1216013,483.43442,15,53
524,31.652657,0.09816061,0.99120504,473.40945,15,54
525,35.280697,0.14701545,1.21395,475.89465,15,55
526,37.759834,0.20291886,1.4895501,506.6743,15,56
527,41.455635,0.2862666,2.0532491,500.24295,15,57
528,44.974827,0.42848444,2.563947,521.65295,15,1
529,45.5645,0.60850644,3.5174093,570.4633,15,2
530,47.265427,0.8291114,4.0670133,578.90875,15,3
531,49.53167,1.1165706,5.3408756,594.3545,15,4
532,53.351498,1.463785,9.186693,699.15247,15,5
533,60.51645,1.8525405,12.019194,727.9608,15,6
534,64.84644,2.291108,18.569807,801.6983,15,7
535,71.50754,2.74839,24.603132,852.17444,15,8
536,79.42048,3.33027,36.079895,997.7784,15,9
537,87.71818,4.382631,54.847977,968.0881,15,10
538,99.808716,6.738752,81.484215,1097.6714,15,11
539,109.2485,12.163278,113.55109,1117.8053,15,12
540,118.289406,17.553854,147.72359,1261.9498,15,13
541,130.23392,32.382584,188.47214,1369.885,15,14
542,148.75612,62.967415,214.27269,1523.4308,15,15
543,171.02686,95.624725,243.05782,1566.8795,15,16
544,171.41855,141.8077,311.1879,1628.7206,15,17
545,197.789,220.17581,387.15164,1673.8356,15,18
546,233.80719,309.59854,462.09122,1727.2189,15,19
547,259.0397,390.25864,511.61475,1791.0603,15,20
548,281.86713,466.6904,575.12225,1862.8567,15,21
549,329.44208,581.505,779.175,1851.6252,15,22
550,0.296,0.0,0.0,7.689756,16,23
551,0.284,0.0,0.0,7.3450427,16,24
552,0.29,0.0,0.0,7.6057873,16,25
553,0.282,0.0,0.0,7.9505005,16,26
554,0.281,0.0,0.0,8.684121,16,27
555,0.261,0.0,0.0,10.170687,16,28
556,0.263,0.0,0.0,11.507442,16,29
557,0.28,0.0,0.0,11.553314,16,30
558,0.338,0.0,0.0,12.285839,16,31
559,0.429,0.0,0.0,13.87392,16,32
560,0.489,0.0,0.0,14.887801,16,33
561,0.484,0.0,0.0,14.153859,16,34
562,0.429,0.0,0.0,13.54395,16,35
563,0.405,0.0,0.0,14.675349,16,36
564,0.418,0.0,0.0,14.246056,16,37
565,0.385,0.0,0.0,13.466598,16,38
566,0.404,0.0,0.0,13.8663435,16,39
567,0.516,0.0,0.0,12.770334,16,40
568,0.431,0.0,0.0,12.123648,16,41
569,0.441,0.0,0.0,13.125949,16,42
570,0.456,0.0,0.0,13.940511,16,43
571,0.46,0.0,0.0,14.025799,16,44
572,0.47,0.0,0.0,13.613796,16,45
573,0.731,0.0,0.0,14.334444,16,46
574,0.81,0.0,0.0,14.253669,16,47
575,0.7595,0.0,0.0,14.7595,16,48
576,0.7195,0.00545,0.0,15.6535,16,49
577,0.67,0.0121,0.0,15.9415,16,50
578,0.67,0.0146,0.002,16.387,16,51
579,0.6965,0.0174,0.0055,16.15,16,52
580,0.8255,0.02115,0.007,15.631,16,53
581,0.9465,0.0256,0.007,15.9685,16,54
582,0.997,0.03065,0.0075,15.9525,16,55
583,1.081,0.0356,0.018,15.798,16,56
584,1.1335,0.0406,0.043,16.2815,16,57
