,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),country_id,year_id
1653,0.0,100.02428,0.0,0.0,48,23
1654,0.0,109.16802,0.0,0.0,48,24
1655,0.0,118.40898,0.0,0.0,48,25
1656,0.002020202,126.74397,0.002,0.064,48,26
1657,0.009090909,124.68895,0.002,0.064,48,27
1658,0.13131313,130.68608,0.003,0.113,48,28
1659,0.21212122,151.84616,0.004,0.117,48,29
1660,0.3838384,167.42897,0.005,0.46,48,30
1661,0.61616164,190.58,0.007,3.014,48,31
1662,0.093939394,187.97,0.009,1.533,48,32
1663,0.1979798,195.98,0.011,2.722,48,33
1664,0.35555556,198.89,0.014,2.48,48,34
1665,0.4737374,196.58,0.017,2.52,48,35
1666,0.59,222.41,0.02,2.537,48,36
1667,0.72,277.43,0.03,2.554,48,37
1668,0.84,287.97,0.05,2.546,48,38
1669,1.0,283.68,0.06,2.536,48,39
1670,1.28,353.54,0.08,2.528,48,40
1671,1.95,397.02,0.08,5.322,48,41
1672,3.71,435.79,0.09,7.133,48,42
1673,5.48,485.26,0.11,9.863,48,43
1674,13.1,636.96,0.15,14.866,48,44
1675,27.61,615.64,0.28,20.85932,48,45
1676,49.4,711.38,0.7,24.90023,48,46
1677,74.1,688.04,2.61,27.632,48,47
1678,103.05,862.79,3.59,30.133,48,48
1679,138.26,909.61,8.37,37.133,48,49
1680,159.76,1059.69,23.51,46.26822,48,50
1681,185.59,1114.52,39.48,54.07029,48,51
1682,240.86,1153.27,66.53,62.134766,48,52
1683,304.6,1165.06,117.8,79.59891,48,53
1684,365.8,1198.89,176.9,93.72523,48,54
1685,405.3,1272.54,224.0,112.72523,48,55
1686,466.5,1321.71,261.1,135.625,48,56
1687,655.6,1300.0,327.0,169.93158,48,57
1688,0.0,3.5439494,0.0,0.0,49,1
1689,0.0,3.9372194,0.0,0.0,49,2
1690,0.0,4.3892536,0.0,0.0,49,3
1691,0.0,4.8910117,0.0,0.0,49,4
1692,0.0,5.4379735,0.0,0.0,49,5
1693,0.0,6.05274,0.0,0.0,49,6
1694,0.0,6.4234085,0.0,0.0,49,7
1695,0.0,7.115021,0.0,0.0,49,8
1696,0.0,7.7433486,0.0,0.0,49,9
1697,0.0,8.7920685,0.0,0.0,49,10
1698,0.0,9.7323,0.0,0.189,49,11
1699,0.0,10.22642,0.0,0.202,49,12
1700,0.0,10.451812,0.0,0.192,49,13
1701,0.0,12.07144,0.0,0.206,49,14
1702,0.0,13.2593,0.0,0.216,49,15
1703,0.0,14.44702,0.0,0.227,49,16
1704,0.0,14.26534,0.0,0.212,49,17
1705,0.0,15.238536,0.0,0.231,49,18
1706,0.0,15.365776,0.0,0.234,49,19
1707,0.0,17.14022,0.0,0.255,49,20
1708,0.0,18.440771,0.0,0.267,49,21
1709,0.0,21.332952,0.0,0.266,49,22
1710,0.0,23.24756,0.0,0.268,49,23
1711,0.0,24.5194,0.0,0.274,49,24
1712,0.0,26.78212,0.0,0.274,49,25
1713,0.0,27.495852,0.0,0.274,49,26
1714,0.0,27.72608,0.0,0.269,49,27
1715,0.0,22.280584,0.0,0.34,49,28
1716,0.0,27.856392,0.0,0.389,49,29
1717,0.0,32.05839,0.0,0.444,49,30
1718,0.0,31.9894,0.0,0.477,49,31
1719,0.0,35.287624,0.0,0.496,49,32
1720,0.0,31.47576,0.0,0.483,49,33
1721,0.0,30.781685,0.0,0.532,49,34
1722,0.0,33.700657,0.0,0.457,49,35
1723,0.0,31.75,0.01,0.18,49,36
1724,0.0,31.48,0.01,0.18,49,37
1725,0.0,33.63,0.01,0.17,49,38
1726,0.0,35.81,0.01,0.16,49,39
1727,0.05,39.68,0.01,0.15,49,40
1728,0.05,39.4,0.01,0.16,49,41
1729,0.06,42.31,0.01,0.2,49,42
1730,0.05,44.0,0.01,0.19,49,43
1731,0.05,45.94,0.01,0.17,49,44
1732,0.06,40.64,0.01,0.33,49,45
1733,0.04,40.0,0.01,0.55,49,46
1734,0.04,48.39,0.01,0.37,49,47
1735,0.05,47.11,0.01,0.4,49,48
1736,0.06,49.76,0.01,0.65,49,49
1737,0.07,47.25,0.01,0.73,49,50
1738,0.07,47.94,0.01,0.97,49,51
1739,0.05,48.46,0.01,1.01,49,52
1740,0.0,60.64,0.01,0.73,49,53
1741,0.04,59.16,0.02,0.84,49,54
1742,0.06,52.98,0.13,1.11,49,55
1743,0.01,48.44,0.19,1.3,49,56
1744,0.06,58.19,0.32,1.02,49,57
1745,0.0,0.0,0.0,0.0,50,36
1746,0.0,0.0,0.0,0.0,50,37
1747,0.0,0.0,0.0,0.0,50,38
1748,0.0,0.0,0.0,0.0,50,39
1749,0.0,0.0,0.0,0.0,50,40
1750,0.0,0.0,0.0,0.0,50,41
1751,0.0,0.0,0.0,0.0,50,42
1752,0.0,0.0,0.0,0.0,50,43
1753,0.0,0.0,0.0,0.0,50,44
1754,0.0,0.0,0.0,0.0,50,45
1755,0.0,0.0,0.0,0.0,50,46
1756,0.0,0.0,0.0,0.0,50,47
1757,0.0,0.0,0.0,0.0,50,48
1758,0.0,0.0,0.0,0.0,50,49
1759,0.0,0.0,0.0,0.0,50,50
1760,0.0,0.0,0.0,0.0,50,51
1761,0.0,0.0,0.0,0.0,50,52
1762,0.0,0.0,0.0,0.0,50,53
1763,0.0,0.0,0.0,0.0,50,54
1764,0.0,0.0,0.0,0.0,50,55
1765,0.0,0.0,0.0,0.0,50,56
1766,0.0,0.0,0.0,0.0,50,57
1767,0.0,0.29,0.0,0.0,51,36
1768,0.0,0.33,0.0,0.0,51,37
1769,0.0,0.39,0.0,0.0,51,38
1770,0.0,0.34,0.0,0.02,51,39
1771,0.0,0.33,0.0,0.02,51,40
1772,0.0,0.35,0.0,0.02,51,41
1773,0.0,0.37,0.0,0.02,51,42
1774,0.0,0.33,0.0,0.01,51,43
1775,0.0,0.37,0.0,0.02,51,44
1776,0.0,0.33,0.0,0.03,51,45
1777,0.0,0.43,0.0,0.01,51,46
1778,0.0,0.78,0.0,0.01,51,47
1779,0.0,0.98,0.0,0.02,51,48
1780,0.0,0.96,0.0,0.02,51,49
1781,0.0,0.94,0.0,0.02,51,50
1782,0.0,1.09,0.0,0.05,51,51
1783,0.0,1.12,0.0,0.05,51,52
1784,0.0,1.19,0.0,0.05,51,53
1785,0.0,1.09,0.0,0.06,51,54
1786,0.0,0.85,0.0,0.09,51,55
1787,0.0,0.9,0.0,0.06,51,56
1788,0.0,0.9,0.0,0.07,51,57
1789,0.0,0.0,0.0,0.0,52,36
1790,0.0,0.0,0.0,0.0,52,37
1791,0.0,0.0,0.0,0.0,52,38
1792,0.0,0.0,0.0,0.0,52,39
1793,0.0,0.0,0.0,0.0,52,40
1794,0.0,0.0,0.0,0.0,52,41
1795,0.0,0.0,0.0,0.0,52,42
1796,0.0,0.0,0.0,0.0,52,43
1797,0.0,0.0,0.0,0.0,52,44
1798,0.0,0.0,0.0,0.0,52,45
1799,0.0,0.0,0.0,0.0,52,46
1800,0.0,0.0,0.0,0.0,52,47
1801,0.0,0.0,0.0,0.0,52,48
1802,0.0,0.0,0.0,0.0,52,49
1803,0.0,0.0,0.0,0.0,52,50
1804,0.0,0.0,0.0,0.0,52,51
1805,0.0,0.0,0.0,0.0,52,52
1806,0.0,0.0,0.01,0.0,52,53
1807,0.0,0.0,0.02,0.0,52,54
1808,0.0,0.0,0.01,0.0,52,55
1809,0.0,0.0,0.01,0.0,52,56
1810,0.0,0.0,0.02,0.0,52,57
1811,0.18,5.62,0.0,0.98,53,36
1812,0.19,5.6,0.0,0.99,53,37
1813,0.26,5.87,0.0,1.13,53,38
1814,0.31,5.86,0.0,0.93,53,39
1815,0.26,6.42,0.0,1.22,53,40
1816,0.2,6.5,0.0,1.17,53,41
1817,0.27,6.53,0.0,1.25,53,42
1818,0.24,6.7,0.0,1.3,53,43
1819,0.2,7.31,0.0,1.17,53,44
1820,0.33,7.15,0.0,1.22,53,45
1821,0.36,7.19,0.0,1.2099999,53,46
1822,0.41,7.06,0.0,1.3199999,53,47
1823,0.53,7.16,0.01,1.4499999,53,48
1824,0.49,6.78,0.02,1.59,53,49
1825,0.74,6.65,0.02,1.5999999,53,50
1826,1.08,7.99,0.03,1.4,53,51
1827,1.15,7.95,0.03,1.37,53,52
1828,1.29,8.59,0.04,1.14,53,53
1829,1.8,8.26,0.06,1.01,53,54
1830,1.8,7.75,0.08,1.55,53,55
1831,1.46,8.29,0.08,1.72,53,56
1832,1.57,9.29,0.06,1.63,53,57
1833,0.0,1.75,0.0,0.0,54,36
1834,0.0,1.78,0.0,0.0,54,37
1835,0.0,1.71,0.0,0.0,54,38
1836,0.0,1.81,0.0,0.0,54,39
1837,0.0,1.73,0.0,0.0,54,40
1838,0.0,1.42,0.0,0.0,54,41
1839,0.0,1.5,0.0,0.0,54,42
1840,0.0,1.78,0.0,0.0,54,43
1841,0.0,1.88,0.0,0.0,54,44
1842,0.0,2.11,0.0,0.0,54,45
1843,0.0,1.6,0.0,0.0,54,46
1844,0.0,1.76,0.0,0.0,54,47
1845,0.0,1.77,0.0,0.0,54,48
1846,0.0,1.59,0.0,0.0,54,49
1847,0.0,1.89,0.0,0.0,54,50
1848,0.0,1.34,0.0,0.0,54,51
1849,0.0,1.51,0.0,0.0,54,52
1850,0.0,2.03,0.01,0.0,54,53
1851,0.0,2.93,0.01,0.0,54,54
1852,0.0,3.45,0.01,0.0,54,55
1853,0.0,3.35,0.01,0.0,54,56
1854,0.0,3.3,0.01,0.0,54,57
1855,0.0,3.92,0.0,0.01,55,26
1856,0.0,5.53,0.0,0.01,55,27
1857,0.0,4.35,0.0,0.01,55,28
1858,0.0,4.55,0.0,0.02,55,29
1859,0.0,5.43,0.0,0.01,55,30
1860,0.0,5.68,0.0,0.01,55,31
1861,0.0,7.86,0.0,0.01,55,32
1862,0.0,5.85,0.0,0.0,55,33
1863,0.0,6.02,0.0,0.01,55,34
1864,0.0,7.33,0.0,0.01,55,35
1865,0.0,6.45,0.0,0.0,55,36
1866,0.0,7.18,0.0,0.0,55,37
1867,0.0,5.85,0.0,0.0,55,38
1868,0.0,5.46,0.0,0.0,55,39
1869,0.0,7.63,0.0,0.0,55,40
1870,0.01,7.04,0.0,0.01,55,41
1871,0.02,6.62,0.0,0.01,55,42
1872,0.03,4.7,0.0,0.01,55,43
1873,0.04,5.78,0.0,0.02,55,44
1874,0.05,7.41,0.0,0.02,55,45
1875,0.14,9.13,0.0,0.03,55,46
1876,0.2,5.03,0.0,0.05,55,47
1877,0.33,4.84,0.0,0.09,55,48
1878,0.52,8.62,0.01,0.13,55,49
1879,0.73,9.01,0.04,0.16,55,50
1880,0.8,6.39,0.06,0.27,55,51
1881,1.01,6.85,0.07,0.43,55,52
1882,1.2,5.31,0.08,0.53,55,53
1883,1.34,7.7,0.07,0.67,55,54
1884,1.47,5.83,0.08,0.97,55,55
1885,1.72,5.66,0.1,1.07,55,56
1886,2.06,7.13,0.15,1.19,55,57
1887,2.27,5.35,0.15,1.17,55,58
1888,0.0,0.09,0.0,0.0,56,36
1889,0.0,0.07,0.0,0.0,56,37
1890,0.0,0.1,0.0,0.0,56,38
1891,0.0,0.13,0.0,0.0,56,39
1892,0.0,0.09,0.0,0.0,56,40
1893,0.0,0.07,0.0,2.31,56,41
1894,0.0,0.09,0.0,1.72,56,42
1895,0.0,0.12,0.0,2.2,56,43
1896,0.01,0.14,0.0,2.21,56,44
1897,0.0,0.15,0.0,2.21,56,45
1898,0.01,0.1,0.0,2.18,56,46
1899,0.02,0.1,0.0,2.21,56,47
1900,0.02,0.11,0.01,2.2,56,48
1901,0.02,0.13,0.11,2.1,56,49
1902,0.02,0.1,0.09,2.24,56,50
1903,0.02,0.05,0.13,2.3,56,51
1904,0.02,0.06,0.14,2.18,56,52
1905,0.02,0.08,0.08,2.33,56,53
1906,0.02,0.14,0.16,2.43,56,54
1907,0.02,0.14,0.23,3.43,56,55
1908,0.02,0.11,0.24,3.61,56,56
1909,0.02,0.11,0.26,3.83,56,57
1910,0.0,0.0,0.0,0.0,57,1
1911,0.0,0.0,0.0,0.0,57,2
1912,0.0,0.0,0.0,0.0,57,3
1913,0.0,0.0,0.0,0.0,57,4
1914,0.0,0.0,0.0,0.0,57,5
1915,0.0,0.0,0.0,0.0,57,6
1916,0.0,0.0,0.0,0.0,57,7
1917,0.0,0.0,0.0,0.0,57,8
1918,0.0,0.0,0.0,0.0,57,9
1919,0.0,0.0,0.0,0.0,57,10
1920,0.0,0.0,0.0,0.0,57,11
1921,0.0,0.0,0.0,0.0,57,12
1922,0.0,0.0,0.0,0.0,57,13
1923,0.0,0.0,0.0,0.0,57,14
1924,0.0,0.0,0.0,0.0,57,15
1925,0.0,0.0,0.0,0.0,57,16
1926,0.0,0.0,0.0,0.0,57,17
1927,0.0,0.0,0.0,0.0,57,18
1928,0.0,0.0,0.0,0.0,57,19
1929,0.0,0.0,0.0,0.0,57,20
1930,0.0,0.0,0.0,0.0,57,21
1931,0.0,0.0,0.0,0.0,57,22
1932,0.0,0.0,0.0,0.0,57,23
1933,0.0,0.0,0.0,0.0,57,24
1934,0.0,0.0,0.0,0.0,57,25
1935,0.0,0.0,0.0,0.0,57,26
1936,0.0,0.0,0.0,0.0,57,27
1937,0.0,0.0,0.0,0.0,57,28
1938,0.0,0.0,0.0,0.0,57,29
1939,0.0,0.0,0.0,0.0,57,30
1940,0.0,0.0,0.0,0.0,57,31
1941,0.0,0.0,0.0,0.0,57,32
1942,0.0,0.0,0.0,0.0,57,33
1943,0.0,0.0,0.0,0.0,57,34
1944,0.0,0.0,0.0,0.0,57,35
1945,0.0,0.0,0.0,0.0,57,36
1946,0.0,0.0,0.0,0.0,57,37
1947,0.0,0.0,0.0,0.0,57,38
1948,0.0,0.0,0.0,0.0,57,39
1949,0.0,0.0,0.0,0.0,57,40
1950,0.0,0.0,0.0,0.0,57,41
1951,0.0,0.0,0.0,0.0,57,42
1952,0.0,0.0,0.0,0.0,57,43
1953,0.0,0.0,0.0,0.01,57,44
1954,0.0,0.0,0.0,0.03,57,45
1955,0.03,0.0,0.01,0.04,57,46
1956,0.11,0.0,0.01,0.05,57,47
1957,0.19,0.0,0.02,0.05,57,48
1958,0.23,0.0,0.05,0.05,57,49
1959,0.18,0.0,0.08,0.05,57,50
1960,0.22,0.0,0.13,0.05,57,51
1961,0.23,0.0,0.15,0.05,57,52
1962,0.21,0.0,0.17,0.05,57,53
1963,0.22,0.0,0.2,0.06,57,54
1964,0.24,0.0,0.22,0.06,57,55
1965,0.24,0.0,0.3,0.06,57,56
1966,0.25,0.0,0.47,0.06,57,57
1967,0.22,0.0,0.62,0.06,57,58
1968,0.0,2.231797,0.0,0.0,58,1
1969,0.0,2.1036344,0.0,0.0,58,2
1970,0.0,1.8959225,0.0,0.0,58,3
1971,0.0,1.4672408,0.0,0.0,58,4
1972,0.0,1.1976573,0.0,0.0,58,5
1973,0.0,1.7103078,0.0,0.0,58,6
1974,0.0,1.208,0.0,0.0,58,7
1975,0.0,1.264,0.0,0.0,58,8
1976,0.0,1.081,0.0,0.0,58,9
1977,0.0,1.819,0.0,0.0,58,10
1978,0.0,1.814,0.0,0.0,58,11
1979,0.0,1.446,0.0,0.0,58,12
1980,0.0,1.967,0.0,0.0,58,13
1981,0.0,1.83,0.0,0.0,58,14
1982,0.0,2.293,0.0,0.0,58,15
1983,0.0,2.399,0.0,0.0,58,16
1984,0.0,2.061,0.0,0.0,58,17
1985,0.0,1.67,0.0,0.0,58,18
1986,0.0,1.655,0.0,0.0,58,19
1987,0.0,1.298,0.0,0.0,58,20
1988,0.0,1.671,0.0,0.0,58,21
1989,0.0,1.876,0.0,0.0,58,22
1990,0.0,2.465,0.0,0.0,58,23
1991,0.0,2.099,0.0,0.0,58,24
1992,0.0,1.643,0.0,0.0,58,25
1993,0.0,1.16,0.0,0.0,58,26
1994,0.0,1.09,0.0,0.0,58,27
1995,0.0,1.4,0.0,0.0,58,28
1996,0.0,1.37,0.0,0.16,58,29
1997,0.0,1.46,0.0,0.32,58,30
1998,0.0,2.0,0.0,0.41,58,31
1999,0.0,1.97,0.0,0.29,58,32
2000,0.0,1.7,0.0,0.49,58,33
2001,0.0,1.4,0.0,0.59,58,34
2002,0.0,1.68,0.0,0.68,58,35
2003,0.0,1.76,0.0,0.52,58,36
2004,0.0,2.05,0.0,0.52,58,37
2005,0.0,2.49,0.0,0.5,58,38
2006,0.0,1.38,0.0,0.49,58,39
2007,0.01,2.02,0.0,0.71,58,40
2008,0.02,2.38,0.0,0.73,58,41
2009,0.05,2.55,0.0,0.92,58,42
2010,0.13,2.09,0.0,1.2,58,43
2011,0.24,2.02,0.01,1.45,58,44
2012,0.29,2.43,0.09,1.85,58,45
2013,0.34,2.79,0.62,2.16,58,46
2014,0.4,1.96,2.18,2.7,58,47
2015,0.42,2.13,2.15,3.37,58,48
2016,0.48,2.73,2.03,4.06,58,49
2017,0.48,1.91,2.12,4.66,58,50
2018,0.57,1.79,2.26,4.79,58,51
2019,0.5,2.0,2.13,4.76,58,52
2020,0.59,1.87,2.2,4.97,58,53
2021,0.61,1.63,2.36,4.83,58,54
2022,0.7,2.01,2.34,5.03,58,55
2023,0.7,2.14,2.34,5.21,58,56
2024,0.6,2.41,2.32,5.38,58,57
2025,0.65,2.03,2.51,5.31,58,58
2026,0.0,5.94,0.0,0.0,59,36
2027,0.0,5.91,0.0,0.0,59,37
2028,0.0,6.05,0.0,0.0,59,38
2029,0.0,6.1,0.0,0.0,59,39
2030,0.0,7.01,0.0,0.0,59,40
2031,0.0,7.32,0.0,0.0,59,41
2032,0.0,7.45,0.0,0.0,59,42
2033,0.0,7.74,0.0,0.0,59,43
2034,0.0,7.41,0.0,0.0,59,44
2035,0.0,7.72,0.0,0.0,59,45
2036,0.0,7.74,0.0,0.0,59,46
2037,0.0,7.73,0.0,0.0,59,47
2038,0.0,7.51,0.0,0.0,59,48
2039,0.0,8.15,0.0,0.0,59,49
2040,0.0,8.73,0.0,0.0,59,50
2041,0.0,8.83,0.0,0.0,59,51
2042,0.0,9.01,0.0,0.0,59,52
2043,0.0,9.39,0.01,0.0,59,53
2044,0.0,10.43,0.01,0.0,59,54
2045,0.0,11.04,0.01,0.0,59,55
2046,0.0,11.91,0.01,0.0,59,56
2047,0.0,11.0,0.01,0.0,59,57
2048,0.0,0.025,0.0,0.0,60,1
2049,0.0,0.026,0.0,0.0,60,2
2050,0.0,0.025,0.0,0.0,60,3
2051,0.0,0.021,0.0,0.0,60,4
2052,0.0,0.022,0.0,0.0,60,5
2053,0.0,0.024,0.0,0.0,60,6
2054,0.0,0.024,0.0,0.0,60,7
2055,0.0,0.024,0.0,0.0,60,8
2056,0.0,0.024,0.0,0.0,60,9
2057,0.0,0.024,0.0,0.0,60,10
2058,0.0,0.021,0.0,0.0,60,11
2059,0.0,0.019,0.0,0.0,60,12
2060,0.0,0.026,0.0,0.0,60,13
2061,0.003,0.027,0.0,0.0,60,14
2062,0.006,0.029,0.0,0.0,60,15
2063,0.0105,0.0341,0.0,0.0,60,16
2064,0.0105,0.0355,0.0,0.0,60,17
2065,0.0185,0.0303,0.0,0.0,60,18
2066,0.0271,0.0335,0.0,0.033,60,19
2067,0.0332,0.0302,0.0,0.033,60,20
2068,0.0514,0.0297,0.0,0.036,60,21
2069,0.1256,0.0286,0.0,0.051,60,22
2070,0.1738,0.0294,0.0,0.061,60,23
2071,0.2917,0.0328,0.0,0.08,60,24
2072,0.4284,0.0229,0.0,0.126,60,25
2073,0.61,0.03,0.0,0.19,60,26
2074,0.74,0.03,0.0,0.29,60,27
2075,0.92,0.03,0.0,0.41,60,28
2076,1.03,0.03,0.0,0.55,60,29
2077,1.14,0.03,0.0,0.57,60,30
2078,1.18,0.03,0.0,0.65,60,31
2079,1.23,0.02,0.0,0.83,60,32
2080,1.93,0.02,0.0,0.98,60,33
2081,2.82,0.03,0.0,1.08,60,34
2082,3.03,0.03,0.0,1.32,60,35
2083,4.24,0.03,0.0,1.3,60,36
2084,4.31,0.03,0.0,1.51,60,37
2085,4.88,0.03,0.0,1.88,60,38
2086,5.56,0.02,0.0,2.49,60,39
2087,6.58,0.03,0.0,2.91,60,40
2088,6.61,0.02,0.0,3.17,60,41
2089,6.11,0.02,0.0,3.07,60,42
2090,7.17,0.03,0.0,3.1,60,43
2091,6.93,0.03,0.0,3.14,60,44
2092,6.72,0.02,0.0,3.32,60,45
2093,7.81,0.02,0.01,4.59,60,46
2094,9.77,0.02,0.01,4.37,60,47
2095,10.27,0.02,0.1,4.45,60,48
2096,11.12,0.01,0.52,4.31,60,49
2097,13.08,0.02,0.6,4.29,60,50
2098,14.13,0.02,0.6,4.18,60,51
2099,12.78,0.02,0.74,4.85,60,52
2100,14.78,0.02,0.75,6.25,60,53
2101,13.9,0.01,0.95,5.89,60,54
2102,16.15,0.02,0.96,5.94,60,55
2103,16.33,0.02,1.18,5.92,60,56
2104,16.05,0.02,1.31,8.72,60,57
2105,18.94,0.02,1.99,7.95,60,58
2106,0.0,0.0,0.0,0.0,61,36
2107,0.0,0.0,0.0,0.0,61,37
2108,0.0,0.0,0.0,0.0,61,38
2109,0.0,0.0,0.0,0.0,61,39
2110,0.0,0.0,0.0,0.0,61,40
2111,0.0,0.0,0.0,0.0,61,41
2112,0.0,0.0,0.0,0.0,61,42
2113,0.0,0.0,0.0,0.0,61,43
2114,0.0,0.0,0.0,0.0,61,44
2115,0.0,0.0,0.0,0.0,61,45
2116,0.0,0.0,0.0,0.0,61,46
2117,0.0,0.0,0.0,0.0,61,47
2118,0.0,0.0,0.0,0.0,61,48
2119,0.0,0.0,0.0,0.0,61,49
2120,0.0,0.0,0.0,0.0,61,50
2121,0.0,0.0,0.0,0.0,61,51
2122,0.0,0.0,0.0,0.0,61,52
2123,0.0,0.0,0.0,0.0,61,53
2124,0.0,0.0,0.0,0.0,61,54
2125,0.0,0.0,0.0,0.0,61,55
2126,0.0,0.0,0.0,0.0,61,56
2127,0.0,0.0,0.0,0.0,61,57
2128,0.0,0.03,0.0,0.0,62,36
2129,0.0,0.03,0.0,0.0,62,37
2130,0.0,0.03,0.0,0.0,62,38
2131,0.0,0.03,0.0,0.0,62,39
2132,0.0,0.03,0.0,0.0,62,40
2133,0.0,0.03,0.0,0.0,62,41
2134,0.0,0.03,0.0,0.0,62,42
2135,0.0,0.02,0.0,0.0,62,43
2136,0.0,0.02,0.0,0.0,62,44
2137,0.0,0.02,0.0,0.0,62,45
2138,0.0,0.02,0.0,0.0,62,46
2139,0.0,0.04,0.0,0.0,62,47
2140,0.0,0.03,0.0,0.0,62,48
2141,0.0,0.04,0.0,0.0,62,49
2142,0.0,0.03,0.0,0.0,62,50
2143,0.0,0.02,0.0,0.0,62,51
2144,0.0,0.04,0.0,0.0,62,52
2145,0.0,0.03,0.0,0.0,62,53
2146,0.0,0.02,0.0,0.0,62,54
2147,0.0,0.02,0.0,0.0,62,55
2148,0.0,0.04,0.0,0.0,62,56
2149,0.0,0.04,0.0,0.0,62,57
2150,0.0,0.75,0.0,0.01,63,36
2151,0.0,0.7,0.0,0.01,63,37
2152,0.0,0.87,0.0,0.01,63,38
2153,0.0,1.19,0.0,0.01,63,39
2154,0.0,1.6,0.0,0.01,63,40
2155,0.0,1.91,0.0,0.01,63,41
2156,0.0,1.75,0.0,0.01,63,42
2157,0.0,1.7,0.0,0.01,63,43
2158,0.0,1.38,0.0,0.01,63,44
2159,0.0,1.46,0.0,0.01,63,45
2160,0.0,1.43,0.0,0.13,63,46
2161,0.01,1.53,0.0,0.14,63,47
2162,0.1,1.78,0.0,0.14,63,48
2163,0.24,1.88,0.01,0.15,63,49
2164,0.24,1.32,0.02,0.15,63,50
2165,0.29,0.93,0.03,0.17,63,51
2166,0.32,1.5,0.08,0.49,63,52
2167,0.39,2.17,0.14,0.4,63,53
2168,0.5,1.76,0.23,0.42,63,54
2169,0.79,0.97,0.36,0.35,63,55
2170,1.14,1.18,0.43,0.19,63,56
2171,1.29,1.0,0.53,0.2,63,57
2172,0.0,8.9030695,0.0,0.126,64,7
2173,0.0,10.891284,0.0,0.127,64,8
2174,0.0,11.2493105,0.0,0.132,64,9
2175,0.0,14.267528,0.0,0.136,64,10
2176,0.0,15.188581,0.0,0.133,64,11
2177,0.0,16.743711,0.0,0.146,64,12
2178,0.0,19.092785,0.0,0.149,64,13
2179,0.0,18.23882,0.0,0.155,64,14
2180,0.0,19.775,0.0,0.161,64,15
2181,0.0,18.078556,0.0,0.167,64,16
2182,0.0,18.878674,0.0,0.177,64,17
2183,0.0,19.574581,0.0,0.195,64,18
2184,0.0,19.379673,0.0,0.189,64,19
2185,0.0,18.8871,0.0,0.192,64,20
2186,0.0,19.691685,0.0,0.227,64,21
2187,0.0,18.845373,0.0,0.617,64,22
2188,0.0,16.42696,0.0,0.615,64,23
2189,0.0,18.618456,0.0,0.583,64,24
2190,0.0,18.026215,0.0,0.574,64,25
2191,0.0,21.345568,0.0,0.701,64,26
2192,0.0,21.742558,0.0,0.704,64,27
2193,0.0,19.63299,0.0,0.697,64,28
2194,0.0,20.532532,0.0,0.696,64,29
2195,0.0,20.672321,0.0,0.584,64,30
2196,0.0,20.861898,0.0,0.728,64,31
2197,0.0,20.735678,0.0,0.89209306,64,32
2198,0.0,21.813017,0.0,0.91009307,64,33
2199,0.0,27.865046,0.0,1.1445019,64,34
2200,0.0,29.365875,0.0,1.1321862,64,35
2201,0.0001,30.854149,0.0,1.4997631,64,36
2202,0.0,34.95843,0.000174,1.5956526,64,37
2203,0.0003,37.998413,0.000347,1.4887,64,38
2204,0.0004,38.378887,0.000347,1.8968,64,39
2205,0.0009,38.95177,0.000695,2.1822,64,40
2206,0.0013,40.263622,0.001373,2.1533,64,41
2207,0.0048,42.559586,0.005307,2.29319,64,42
2208,0.011,46.386646,0.010109283,2.20555,64,43
2209,0.01607,45.78768,0.019133093,2.321822,64,44
2210,0.0267,48.020245,0.033482917,2.6787221,64,45
2211,0.03821,53.977245,0.09736586,2.936542,64,46
2212,0.03413,55.61847,0.1780468,2.9387567,64,47
2213,0.1539782,58.066105,0.24909586,3.08965,64,48
2214,0.3147111,61.7628,0.31052437,3.436722,64,49
2215,0.4413035,65.99349,0.40697262,4.613438,64,50
2216,0.7777217,65.373634,0.46594086,6.3483105,64,51
2217,0.8899006,61.86331,0.5325438,6.4327717,64,52
2218,0.791775,64.54449,0.6092849,6.6914,64,53
2219,0.862747,68.78536,0.72631985,7.2891254,64,54
2220,2.2248955,68.631454,1.0392841,7.342404,64,55
2221,1.9754963,72.759254,1.1710402,7.147771,64,56
2222,2.6304996,77.95909,1.3564011,7.10964,64,57
2223,0.0,6.0475354,0.0,0.0,64,1
2224,0.0,7.1675773,0.0,0.0,64,2
2225,0.0,7.010667,0.0,0.0,64,3
2226,0.0,7.197783,0.0,0.0,64,4
2227,0.0,7.9119015,0.0,0.0,64,5
2228,0.0,11.339996,0.0,0.0,64,6
2229,0.0,0.249,0.0,0.0,65,1
2230,0.0,0.285,0.0,0.0,65,2
2231,0.0,0.314,0.0,0.0,65,3
2232,0.0,0.328,0.0,0.0,65,4
2233,0.0,0.364,0.0,0.0,65,5
2234,0.0,0.405,0.0,0.0,65,6
2235,0.0,0.44,0.0,0.0,65,7
2236,0.0,0.445,0.0,0.0,65,8
2237,0.0,0.435,0.0,0.0,65,9
2238,0.0,0.5,0.0,0.0,65,10
2239,0.0,0.628,0.0,0.0,65,11
2240,0.0,0.605,0.0,0.0,65,12
2241,0.0,0.558,0.0,0.0,65,13
2242,0.0,0.791,0.0,0.0,65,14
2243,0.0,0.709,0.0,0.0,65,15
2244,0.0,0.872,0.0,0.0,65,16
2245,0.0,0.779,0.0,0.0,65,17
