,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),country_id,year_id
1,0.0,0.31,0.0,0.0,1,36
2,0.0,0.5,0.0,0.0,1,37
3,0.0,0.56,0.0,0.0,1,38
4,0.0,0.63,0.0,0.0,1,39
5,0.0,0.56,0.0,0.0,1,40
6,0.0,0.59,0.0,0.0,1,41
7,0.0,0.64,0.0,0.0,1,42
8,0.0,0.75,0.0,0.0,1,43
9,0.0,0.54,0.0,0.0,1,44
10,0.0,0.78,0.0,0.0,1,45
11,0.0,0.75,0.0,0.0,1,46
12,0.0,0.6,0.0,0.0,1,47
13,0.0,0.71,0.03,0.0,1,48
14,0.0,0.86,0.03,0.0,1,49
15,0.0,0.97,0.03,0.0,1,50
16,0.0,1.0,0.03,0.0,1,51
17,0.0,1.02,0.04,0.0,1,52
18,0.0,1.05,0.04,0.0,1,53
19,0.0,0.93,0.04,0.0,1,54
20,0.0,0.84,0.05,0.0,1,55
21,0.0,0.62,0.06,0.0,1,56
22,0.0,0.62,0.08,0.0,1,57
23,0.0,13.905635,0.0,0.0,2,1
24,0.0,15.510005,0.0,0.0,2,2
25,0.0,16.190636,0.0,0.0,2,3
26,0.0,18.938341,0.0,0.0,2,4
27,0.0,22.100891,0.0,0.0,2,5
28,0.0,27.630428,0.0,0.0,2,6
29,0.0,26.01339,0.0,0.164,2,7
30,0.0,29.633196,0.0,0.165,2,8
31,0.0,31.345707,0.0,0.17,2,9
32,0.0,35.667076,0.0,0.175,2,10
33,0.0,37.717968,0.0,0.172,2,11
34,0.0,41.797634,0.0,0.185,2,12
35,0.0,45.92877,0.0,0.189,2,13
36,0.0,46.306942,0.0,0.195,2,14
37,0.0,49.56523,0.0,0.201,2,15
38,0.0,48.311787,0.0,0.207,2,16
39,0.0,50.192905,0.0,0.218,2,17
40,0.0,50.206238,0.0,0.236,2,18
41,0.0,45.24716,0.0,0.23,2,19
42,0.0,44.489975,0.0,0.234,2,20
43,0.0,49.449684,0.0,0.269,2,21
44,0.0,51.14537,0.0,0.659,2,22
45,0.0,49.05646,0.0,0.658,2,23
46,0.0,53.593452,0.0,0.626,2,24
47,0.0,56.27621,0.0,0.617,2,25
48,0.0,57.254658,0.0,0.796,2,26
49,0.0,60.65149,0.0,0.812,2,27
50,0.0,57.86029,0.0,0.84225,2,28
51,0.002,56.682507,0.0,0.9377,2,29
52,0.0054,57.59605,0.0,0.835,2,30
53,0.0063,59.76888,0.0,1.0187,2,31
54,0.0071,62.31646,0.0,1.258093,2,32
55,0.0072,63.852497,0.0,1.3866404,2,33
56,0.0076,66.654884,0.0,1.7125492,2,34
57,0.0198,70.68426,0.0,1.6961248,2,35
58,0.23,74.520004,0.0,2.52,2,36
59,0.46,81.22,0.0,2.55,2,37
60,0.43,83.409996,0.02,2.4499998,2,38
61,0.61,81.68,0.02,2.71,2,39
62,0.78,86.54,0.02,3.18,2,40
63,0.83,88.65,0.02,3.81,2,41
64,0.87,91.85,0.03,3.66,2,42
65,1.18,93.92,0.03,3.6,2,43
66,1.2900001,95.56,0.04,3.92,2,44
67,1.6899999,98.61,0.06,4.31,2,45
68,2.37,109.5,0.39,4.6800003,2,46
69,2.44,110.57,0.49,4.8599997,2,47
70,2.35,111.14,0.53,4.85,2,48
71,3.5300002,116.39,0.51,5.39,2,49
72,5.55,121.68,1.8100001,8.309999,2,50
73,8.559999,119.33,3.2000003,10.65,2,51
74,10.48,118.520004,4.85,10.26,2,52
75,11.55,125.04,6.57,9.65,2,53
76,15.28,132.92,8.99,9.690001,2,54
77,18.51,135.51,13.849999,9.67,2,55
78,17.66,142.22,14.400001,9.29,2,56
79,20.89,145.22,17.12,9.51,2,57
80,0.0,13.905635,0.0,0.0,3,1
81,0.0,15.510004,0.0,0.0,3,2
82,0.0,16.190636,0.0,0.0,3,3
83,0.0,18.938341,0.0,0.0,3,4
84,0.0,22.10089,0.0,0.0,3,5
85,0.0,27.63043,0.0,0.0,3,6
86,0.0,26.013391,0.0,0.164,3,7
87,0.0,29.633196,0.0,0.165,3,8
88,0.0,31.345707,0.0,0.17,3,9
89,0.0,35.667076,0.0,0.175,3,10
90,0.0,37.71797,0.0,0.172,3,11
91,0.0,41.797634,0.0,0.185,3,12
92,0.0,45.92877,0.0,0.189,3,13
93,0.0,46.30694,0.0,0.195,3,14
94,0.0,49.56523,0.0,0.201,3,15
95,0.0,48.311783,0.0,0.207,3,16
96,0.0,50.192905,0.0,0.218,3,17
97,0.0,50.206238,0.0,0.236,3,18
98,0.0,45.24716,0.0,0.23,3,19
99,0.0,44.489975,0.0,0.234,3,20
100,0.0,49.449684,0.0,0.269,3,21
101,0.0,51.145374,0.0,0.659,3,22
102,0.0,49.05646,0.0,0.658,3,23
103,0.0,53.593456,0.0,0.626,3,24
104,0.0,56.276215,0.0,0.617,3,25
105,0.0,57.254658,0.0,0.796,3,26
106,0.0,60.65149,0.0,0.812,3,27
107,0.0,57.86029,0.0,0.84225,3,28
108,0.002,56.682507,0.0,0.9377,3,29
109,0.0054,57.59605,0.0,0.835,3,30
110,0.0063,59.768875,0.0,1.0187,3,31
111,0.0071,62.31646,0.0,1.2580931,3,32
112,0.0072,63.852497,0.0,1.3866404,3,33
113,0.0076,66.654884,0.0,1.7125493,3,34
114,0.0198,70.68426,0.0,1.6961248,3,35
115,0.1755,75.25581,0.011941,2.2690632,3,36
116,0.41558,80.86912,0.01496,2.3353527,3,37
117,0.443584,85.02647,0.016799713,2.2864,3,38
118,0.535599,82.5746,0.020059297,2.6224,3,39
119,0.7682805,87.21947,0.02456688,2.9788496,3,40
120,0.7803821,88.83773,0.029383464,3.0096693,3,41
121,0.8525656,92.049355,0.03791205,3.7704048,3,42
122,1.0162233,95.19856,0.050479364,3.1420484,3,43
123,1.3117782,96.96721,0.07265389,3.2673957,3,44
124,1.5892309,99.561134,0.09582156,3.5627222,3,45
125,2.2845824,107.69849,0.21605176,3.764553,3,46
126,2.386504,110.75051,0.6020893,3.8587687,3,47
127,2.5156302,111.22693,0.99265915,4.042407,3,48
128,3.5934472,117.65245,0.7875202,4.433249,3,49
129,5.060073,124.08205,1.9041501,5.462047,3,50
130,8.9106865,120.4148,3.2586064,7.1696815,3,51
131,11.176371,117.42635,5.3840914,7.231852,3,52
132,12.457454,126.34168,7.7734146,7.6260357,3,53
133,14.769322,134.60008,10.053543,8.17267,3,54
134,19.331633,139.4176,12.894289,8.262966,3,55
135,21.302898,146.37308,16.058805,8.066416,3,56
136,24.41597,153.41869,16.515236,8.026318,3,57
137,0.23,74.52,0.0,2.52,4,36
138,0.46,81.22,0.0,2.55,4,37
139,0.43,83.41,0.02,2.4499998,4,38
140,0.61,81.68,0.02,2.71,4,39
141,0.78,86.54,0.02,3.18,4,40
142,0.83,88.65,0.02,3.81,4,41
143,0.87,91.85,0.03,3.66,4,42
144,1.18,93.92,0.03,3.6,4,43
145,1.29,95.56,0.04,3.92,4,44
146,1.69,98.61,0.06,4.31,4,45
147,2.37,109.5,0.39,4.6800003,4,46
148,2.44,110.57,0.49,4.8599997,4,47
149,2.35,111.14,0.53,4.85,4,48
150,3.53,116.39,0.51,5.39,4,49
151,5.55,121.68,1.81,8.309999,4,50
152,8.56,119.33,3.2,10.65,4,51
153,10.48,118.52,4.85,10.26,4,52
154,11.55,125.04,6.57,9.65,4,53
155,15.28,132.92,8.99,9.690001,4,54
156,18.51,135.51,13.85,9.67,4,55
157,17.66,142.22,14.4,9.29,4,56
158,20.89,145.22,17.12,9.51,4,57
159,0.0,2.85,0.0,0.0,5,26
160,0.0,3.52,0.0,0.0,5,27
161,0.0,3.23,0.0,0.0,5,28
162,0.0,3.31,0.0,0.0,5,29
163,0.0,3.77,0.0,0.0,5,30
164,0.0,4.2,0.0,0.0,5,31
165,0.0,5.73,0.0,0.0,5,32
166,0.0,5.03,0.0,0.0,5,33
167,0.0,4.92,0.0,0.0,5,34
168,0.0,5.28,0.0,0.0,5,35
169,0.0,4.59,0.0,0.0,5,36
170,0.0,3.56,0.0,0.0,5,37
171,0.0,3.51,0.0,0.0,5,38
172,0.0,4.89,0.0,0.0,5,39
173,0.0,5.47,0.0,0.0,5,40
174,0.0,5.37,0.0,0.0,5,41
175,0.0,5.43,0.0,0.0,5,42
176,0.0,2.79,0.0,0.0,5,43
177,0.0,3.8,0.0,0.0,5,44
178,0.0,5.2,0.0,0.0,5,45
179,0.0,7.57,0.0,0.0,5,46
180,0.0,4.13,0.0,0.0,5,47
181,0.0,4.72,0.0,0.0,5,48
182,0.0,6.96,0.0,0.0,5,49
183,0.0,4.72,0.0,0.0,5,50
184,0.0,5.89,0.0,0.0,5,51
185,0.0,7.78,0.0,0.0,5,52
186,0.0,4.52,0.0,0.0,5,53
187,0.0,8.55,0.0,0.0,5,54
188,0.0,5.18,0.02,0.0,5,55
189,0.0,5.28,0.03,0.0,5,56
190,0.0,0.4,0.0,0.0,6,1
191,0.0,0.355,0.0,0.0,6,2
192,0.0,0.41,0.0,0.0,6,3
193,0.0,0.563,0.0,0.0,6,4
194,0.0,0.361,0.0,0.0,6,5
195,0.0,0.58,0.0,0.0,6,6
196,0.0,0.33,0.0,0.0,6,7
197,0.0,0.495,0.0,0.0,6,8
198,0.0,0.752,0.0,0.0,6,9
199,0.0,0.497,0.0,0.0,6,10
200,0.0,0.328,0.0,0.0,6,11
201,0.0,0.389,0.0,0.0,6,12
202,0.0,0.269,0.0,0.0,6,13
203,0.0,0.25,0.0,0.0,6,14
204,0.0,0.291,0.0,0.0,6,15
205,0.0,0.257,0.0,0.0,6,16
206,0.0,0.366,0.0,0.0,6,17
207,0.0,0.479,0.0,0.0,6,18
208,0.0,0.235,0.0,0.0,6,19
209,0.0,0.452,0.0,0.0,6,20
210,0.0,0.646,0.0,0.0,6,21
211,0.0,0.25,0.0,0.0,6,22
212,0.0,0.499,0.0,0.0,6,23
213,0.0,0.183,0.0,0.0,6,24
214,0.0,0.226,0.0,0.0,6,25
215,0.0,0.135,0.0,0.0,6,26
216,0.0,0.293,0.0,0.0,6,27
217,0.0,0.199,0.0,0.0,6,28
218,0.0,0.353,0.0,0.0,6,29
219,0.0,0.166,0.0,0.0,6,30
220,0.0,0.193,0.0,0.0,6,31
221,0.0,0.135,0.0,0.0,6,32
222,0.0,0.075,0.0,0.0,6,33
223,0.0,0.215,0.0,0.0,6,34
224,0.0,0.203,0.0,0.0,6,35
225,0.0,0.05,0.0,0.0,6,36
226,0.0,0.07,0.0,0.0,6,37
227,0.0,0.06,0.0,0.0,6,38
228,0.0,0.26,0.0,0.0,6,39
229,0.0,0.25,0.0,0.0,6,40
230,0.0,0.55,0.0,0.0,6,41
231,0.0,0.22,0.0,0.0,6,42
232,0.0,0.22,0.0,0.0,6,43
233,0.0,0.28,0.0,0.0,6,44
234,0.0,0.3,0.0,0.0,6,45
235,0.0,0.17,0.0,0.0,6,46
236,0.0,0.5,0.0,0.0,6,47
237,0.0,0.62,0.0,0.0,6,48
238,0.0,0.33,0.0,0.0,6,49
239,0.0,0.25,0.0,0.0,6,50
240,0.02,0.14,0.06,0.0,6,51
241,0.03,0.22,0.09,0.0,6,52
242,0.01,0.06,0.57,0.0,6,53
243,0.01,0.12,0.65,0.0,6,54
244,0.01,0.15,0.68,0.0,6,55
245,0.01,0.05,0.66,0.0,6,56
246,0.01,0.09,0.81,0.0,6,57
247,0.0,0.0,0.0,0.0,7,36
248,0.0,0.0,0.0,0.0,7,37
249,0.0,0.0,0.0,0.0,7,38
250,0.0,0.0,0.0,0.0,7,39
251,0.0,0.0,0.0,0.0,7,40
252,0.0,0.0,0.0,0.0,7,41
253,0.0,0.0,0.0,0.0,7,42
254,0.0,0.0,0.0,0.0,7,43
255,0.0,0.0,0.0,0.0,7,44
256,0.0,0.0,0.0,0.0,7,45
257,0.0,0.0,0.0,0.0,7,46
258,0.0,0.0,0.0,0.0,7,47
259,0.0,0.0,0.0,0.0,7,48
260,0.0,0.0,0.0,0.0,7,49
261,0.0,0.0,0.0,0.0,7,50
262,0.0,0.0,0.0,0.0,7,51
263,0.0,0.0,0.0,0.0,7,52
264,0.0,0.0,0.0,0.0,7,53
265,0.0,0.0,0.0,0.0,7,54
266,0.0,0.0,0.0,0.0,7,55
267,0.0,0.0,0.0,0.0,7,56
268,0.0,0.0,0.0,0.0,7,57
269,0.0,0.9,0.0,0.0,8,36
270,0.0,1.01,0.0,0.0,8,37
271,0.0,1.13,0.0,0.0,8,38
272,0.0,1.23,0.0,0.0,8,39
273,0.0,1.73,0.0,0.0,8,40
274,0.0,2.2,0.0,0.0,8,41
275,0.0,2.64,0.0,0.0,8,42
276,0.0,2.47,0.0,0.0,8,43
277,0.0,3.1,0.0,0.0,8,44
278,0.0,3.06,0.0,0.0,8,45
279,0.0,3.67,0.01,0.0,8,46
280,0.0,3.97,0.01,0.0,8,47
281,0.0,3.73,0.01,0.0,8,48
282,0.0,4.72,0.01,0.0,8,49
283,0.0,4.99,0.02,1.14,8,50
284,0.0,5.04,0.02,1.15,8,51
285,0.0,5.76,0.02,1.2,8,52
286,0.0,7.58,0.02,0.17,8,53
287,0.0,9.79,0.02,0.17,8,54
288,0.0,10.87,0.02,0.25,8,55
289,0.0,11.95,0.02,0.26,8,56
290,0.0,11.5,0.02,0.28,8,57
291,0.0,0.0,0.0,0.0,9,36
292,0.0,0.0,0.0,0.0,9,37
293,0.0,0.0,0.0,0.0,9,38
294,0.0,0.0,0.0,0.0,9,39
295,0.0,0.0,0.0,0.0,9,40
296,0.0,0.0,0.0,0.0,9,41
297,0.0,0.0,0.0,0.0,9,42
298,0.0,0.0,0.0,0.0,9,43
299,0.0,0.0,0.0,0.0,9,44
300,0.0,0.0,0.0,0.0,9,45
301,0.0,0.0,0.0,0.0,9,46
302,0.0,0.0,0.0,0.0,9,47
303,0.0,0.0,0.0,0.0,9,48
304,0.0,0.0,0.0,0.0,9,49
305,0.0,0.0,0.0,0.0,9,50
306,0.0,0.0,0.01,0.0,9,51
307,0.0,0.0,0.0,0.0,9,52
308,0.0,0.0,0.01,0.0,9,53
309,0.0,0.0,0.01,0.0,9,54
310,0.0,0.0,0.01,0.0,9,55
311,0.0,0.0,0.02,0.0,9,56
312,0.0,0.0,0.02,0.0,9,57
313,0.0,1.2251163,0.0,0.0,10,1
314,0.0,1.2409302,0.0,0.0,10,2
315,0.0,1.2706977,0.0,0.0,10,3
316,0.0,1.4976745,0.0,0.0,10,4
317,0.0,1.3432558,0.0,0.0,10,5
318,0.0,1.5571272,0.0,0.05624185,10,6
319,0.0,1.5461483,0.0,0.05899074,10,7
320,0.0,1.5026463,0.0,0.07602739,10,8
321,0.0,2.9974296,0.0,0.05997025,10,9
322,0.0,4.994663,0.0,0.06100323,10,10
323,0.0,5.1947746,0.0,0.063990325,10,11
324,0.0,5.014902,0.0,0.060962547,10,12
325,0.0,5.7667804,0.0,0.064003065,10,13
326,0.0,7.7466183,0.0,0.06397281,10,14
327,0.0,10.656913,0.0,0.09498376,10,15
328,0.0,15.140881,0.0,0.09901763,10,16
329,0.0,14.684794,0.0,0.08701801,10,17
330,0.0,17.592196,0.0,0.1149734,10,18
331,0.0,18.41851,0.0,0.15497561,10,19
332,0.0,19.877867,0.0,0.11498845,10,20
333,0.0,20.653124,0.0,0.12000641,10,21
334,0.0,21.030247,0.0,0.123990245,10,22
335,0.0,21.912518,0.0,0.10598629,10,23
336,0.0,15.259144,0.0,0.12296129,10,24
337,0.0,13.187393,0.0,0.10600155,10,25
338,0.0,17.713175,0.0,0.13302182,10,26
339,0.0,15.869253,0.0,0.1310081,10,27
340,0.0,19.16509,0.0,0.12998593,10,28
341,0.0,23.768307,0.0,0.09599508,10,29
342,0.0,27.286676,0.0,0.099004395,10,30
343,0.0,26.503681,0.0,0.119016126,10,31
344,0.009618,22.471685,0.0,0.22302064,10,32
345,0.014592,27.924665,0.0,0.17875852,10,33
346,0.032541,26.475504,1.7e-05,0.20689325,10,34
347,0.034781,21.396791,2.6e-05,0.26199996,10,35
348,0.04,28.49,0.0,0.36,10,36
349,0.05,36.65,0.0,0.34,10,37
350,0.07,35.49,0.0,0.5,10,38
351,0.08,33.47,0.0,0.83,10,39
352,0.07,30.14,0.0,0.82,10,40
353,0.08,33.66,0.0,0.86,10,41
354,0.07,37.57,0.0,1.03,10,42
355,0.06,30.06,0.0,1.06,10,43
356,0.04,30.11,0.0,1.13,10,44
357,0.04,33.53,0.0,1.13,10,45
358,0.03,33.02,0.0,1.36,10,46
359,0.06,31.03,0.0,1.34,10,47
360,0.82,28.71,0.01,1.39,10,48
361,1.01,32.51,0.01,1.5,10,49
362,0.62,32.33,0.02,1.4,10,50
363,0.59,31.94,0.01,1.43,10,51
364,0.54,29.4,0.01,1.07,10,52
365,0.61,31.46,0.02,1.31,10,53
366,1.4,31.96,0.11,1.5,10,54
367,4.95,27.33,0.79,1.56,10,55
368,9.32,24.26,1.33,2.14,10,56
369,12.81,20.19,2.17,2.01,10,57
370,0.0,1.25,0.0,0.0,11,36
371,0.0,0.96,0.0,0.0,11,37
372,0.0,1.64,0.0,0.0,11,38
373,0.0,1.96,0.0,0.0,11,39
374,0.0,1.98,0.0,0.0,11,40
375,0.0,1.75,0.0,0.0,11,41
376,0.0,1.81,0.0,0.0,11,42
377,0.0,1.83,0.0,0.0,11,43
378,0.0,1.78,0.0,0.0,11,44
379,0.0,2.0,0.0,0.0,11,45
380,0.01,2.53,0.0,0.0,11,46
381,0.0,2.46,0.0,0.0,11,47
382,0.0,2.3,0.0,0.0,11,48
383,0.0,2.15,0.0,0.0,11,49
384,0.0,1.97,0.0,0.0,11,50
385,0.0,2.18,0.0,0.0,11,51
386,0.0,2.33,0.0,0.0,11,52
387,0.0,2.25,0.0,0.0,11,53
388,0.0,2.29,0.02,0.0,11,54
389,0.0,2.35,0.06,0.0,11,55
390,0.0,1.78,0.14,0.0,11,56
391,0.0,2.2,0.09,0.0,11,57
392,0.0,0.0,0.0,0.0,12,36
393,0.0,0.0,0.0,0.0,12,37
394,0.0,0.0,0.0,0.0,12,38
395,0.0,0.0,0.0,0.0,12,39
396,0.0,0.0,0.0,0.0,12,40
397,0.0,0.0,0.0,0.0,12,41
398,0.0,0.0,0.0,0.0,12,42
399,0.0,0.0,0.0,0.0,12,43
400,0.0,0.0,0.0,0.0,12,44
401,0.03,0.0,0.0,0.0,12,45
402,0.11,0.0,0.0,0.0,12,46
403,0.11,0.0,0.0,0.0,12,47
404,0.14,0.0,0.0,0.0,12,48
405,0.15,0.0,0.0,0.0,12,49
406,0.15,0.0,0.01,0.0,12,50
407,0.17,0.0,0.01,0.0,12,51
408,0.13,0.0,0.01,0.0,12,52
409,0.13,0.0,0.01,0.0,12,53
410,0.14,0.0,0.01,0.0,12,54
411,0.14,0.0,0.01,0.0,12,55
412,0.14,0.0,0.01,0.0,12,56
413,0.14,0.0,0.01,0.0,12,57
414,0.0,142.90587,0.0,0.1,13,1
415,0.0,149.04556,0.0,0.122,13,2
416,0.0,139.2507,0.0,0.173,13,3
417,0.0,154.78128,0.0,0.179,13,4
418,0.0,160.68423,0.0,0.178,13,5
419,0.0,164.48134,0.0,0.40870398,13,6
420,0.0,179.92075,0.0,0.39761102,13,7
421,0.0,186.07146,0.0,0.42359102,13,8
422,0.0,172.98293,0.0,0.450998,13,9
423,0.0,197.01353,0.0,0.514547,13,10
424,0.0,212.23686,0.0,0.598507,13,11
425,0.0,218.30035,0.0,0.528553,13,12
426,0.0,214.44467,0.0,0.752774,13,13
427,0.0,225.85852,0.0,0.967644,13,14
428,0.0,244.19711,0.0,1.881672,13,15
429,0.0,261.64688,0.0,3.27229,13,16
430,0.0,279.014,0.0,5.158717,13,17
431,0.0,276.3654,0.0,13.786909,13,18
432,0.0,289.0298,0.0,15.969758,13,19
433,0.0,289.70355,0.0,17.504143,13,20
434,0.0,343.2253,0.0,18.650616,13,21
435,0.0,345.83762,0.0,19.50979,13,22
436,0.0,358.31186,0.0,19.839085,13,23
437,0.0,411.7138,0.0,21.396158,13,24
438,0.0,421.20538,0.0,23.113253,13,25
439,0.033323232,444.1206,0.004,18.881407,13,26
440,0.12300091,449.01508,0.004,19.272646,13,27
441,0.22078313,452.27505,0.015500001,19.529099,13,28
442,0.3098508,502.67566,0.028500002,19.343426,13,29
443,0.578078,498.8318,0.036,22.93912,13,30
444,1.1145912,538.50226,0.049510103,27.571014,13,31
445,0.9768788,534.9226,0.0725606,28.013805,13,32
446,1.1958565,532.8262,0.116365455,31.614063,13,33
447,1.4579804,564.8095,0.16731885,33.696926,13,34
448,2.029756,550.17346,0.24566661,36.97982,13,35
449,2.37,567.84,0.39,46.17,13,36
450,3.1799998,614.37,0.53,46.760002,13,37
451,3.4599998,634.97,0.75,48.59,13,38
452,4.58,661.89,0.99999994,49.34,13,39
453,8.009999,776.51,1.3100001,52.309998,13,40
454,10.07,807.99,1.61,58.61,13,41
455,16.06,884.44,1.9399999,62.35,13,42
456,21.16,925.34,2.31,70.47,13,43
457,32.57,1058.7301,2.8,76.83,13,44
458,50.79,1032.65,3.81,86.350006,13,45
459,78.0,1181.38,5.38,101.5,13,46
460,110.26,1197.11,9.73,111.38,13,47
461,144.21,1372.61,14.75,120.56,13,48
462,185.18,1460.41,29.060001,132.93,13,49
463,211.58,1596.9899,58.57,152.15001,13,50
464,241.40999,1666.53,91.189995,175.54001,13,51
465,313.43,1724.79,139.95,179.70999,13,52
466,392.13,1773.93,217.74,208.56,13,53
467,466.93,1820.79,310.22998,236.25,13,54
468,514.87,1944.54,392.02,265.25,13,55
469,579.29,1991.26,472.47998,291.16,13,56
470,786.19995,1940.53,586.96,343.47,13,57
471,2.3,528.86,0.39,45.89,14,36
472,3.08,581.87,0.53,46.46,14,37
473,3.37,589.6,0.75,48.33,14,38
474,4.48,612.39,1.0,49.14,14,39
475,7.89,712.69,1.31,52.11,14,40
476,9.93,742.63,1.61,58.45,14,41
477,15.79,810.99,1.94,62.15,14,42
478,20.65,861.76,2.31,70.16,14,43
479,31.51,1011.28,2.8,76.47,14,44
480,49.05,984.23,3.78,85.590004,14,45
481,74.9,1111.12,5.29,100.41,14,46
482,105.32,1126.6,9.5,110.229996,14,47
483,138.06,1293.61,14.33,118.939995,14,48
484,177.38,1377.35,28.4,130.55,14,49
485,202.83,1536.37,57.22,148.52,14,50
486,229.47,1582.66,89.25,170.62999,14,51
487,297.29,1637.46,136.25,172.96,14,52
488,373.24,1695.13,211.12,200.03,14,53
489,445.29,1748.1,296.67,225.88,14,54
490,491.3,1815.15,372.44,252.51001,14,55
491,551.71,1883.21,447.45,276.41,14,56
492,752.06,1863.25,556.16,326.06,14,57
493,0.0,156.08955,0.0,1.644,15,1
494,0.0,162.31183,0.0,1.643,15,2
495,0.0,152.86674,0.0,1.424,15,3
496,0.0,168.24911,0.0,1.577,15,4
497,0.0,174.1638,0.0,1.608,15,5
498,0.0,180.71,0.0,1.776704,15,6
499,0.0,199.45708,0.0,1.754611,15,7
500,0.0,205.11601,0.0,1.785591,15,8
501,0.0,194.01163,0.0,1.834998,15,9
502,0.0,217.9046,0.0,2.8156047,15,10
503,0.0,232.44424,0.0,2.9736698,15,11
504,0.0,233.25337,0.0,2.9064,15,12
505,0.0,227.03831,0.0,2.941779,15,13
506,0.0,237.0464,0.0,3.2368069,15,14
507,0.0,256.98187,0.0,4.032256,15,15
508,0.0,273.4472,0.0,5.492769,15,16
509,0.0,289.72968,0.0,7.3913007,15,17
510,0.0,282.66718,0.0,16.27123,15,18
511,0.0,299.34137,0.0,18.387142,15,19
512,0.0,299.4067,0.0,20.061474,15,20
513,0.0,320.04462,0.0,21.110823,15,21
514,0.0,328.1591,0.0,22.009226,15,22
515,0.0,326.8913,0.0,22.329086,15,23
516,0.0,361.78625,0.0,24.14604,15,24
517,0.0,388.04352,0.0,26.438787,15,25
518,0.032323234,399.27155,0.004,22.51375,15,26
519,0.12200091,410.52426,0.00945,22.994274,15,27
520,0.22047403,401.52466,0.0276,23.15172,15,28
521,0.31183666,440.28693,0.0431,23.097511,15,29
522,0.58358806,443.2982,0.0534,26.580261,15,30
523,1.1216013,483.43442,0.0706601,31.112776,15,31
524,0.99120504,473.40945,0.09816061,31.652657,15,32
525,1.21395,475.89465,0.14701545,35.280697,15,33
526,1.4895501,506.6743,0.20291886,37.759834,15,34
527,2.0532491,500.24295,0.2862666,41.455635,15,35
528,2.563947,521.65295,0.42848444,44.974827,15,36
529,3.5174093,570.4633,0.60850644,45.5645,15,37
530,4.0670133,578.90875,0.8291114,47.265427,15,38
531,5.3408756,594.3545,1.1165706,49.53167,15,39
532,9.186693,699.15247,1.463785,53.351498,15,40
533,12.019194,727.9608,1.8525405,60.51645,15,41
534,18.569807,801.6983,2.291108,64.84644,15,42
535,24.603132,852.17444,2.74839,71.50754,15,43
536,36.079895,997.7784,3.33027,79.42048,15,44
537,54.847977,968.0881,4.382631,87.71818,15,45
538,81.484215,1097.6714,6.738752,99.808716,15,46
539,113.55109,1117.8053,12.163278,109.2485,15,47
540,147.72359,1261.9498,17.553854,118.289406,15,48
541,188.47214,1369.885,32.382584,130.23392,15,49
542,214.27269,1523.4308,62.967415,148.75612,15,50
543,243.05782,1566.8795,95.624725,171.02686,15,51
544,311.1879,1628.7206,141.8077,171.41855,15,52
545,387.15164,1673.8356,220.17581,197.789,15,53
546,462.09122,1727.2189,309.59854,233.80719,15,54
547,511.61475,1791.0603,390.25864,259.0397,15,55
548,575.12225,1862.8567,466.6904,281.86713,15,56
549,779.175,1851.6252,581.505,329.44208,15,57
550,0.0,7.689756,0.0,0.296,16,1
551,0.0,7.3450427,0.0,0.284,16,2
552,0.0,7.6057873,0.0,0.29,16,3
553,0.0,7.9505005,0.0,0.282,16,4
554,0.0,8.684121,0.0,0.281,16,5
555,0.0,10.170687,0.0,0.261,16,6
556,0.0,11.507442,0.0,0.263,16,7
557,0.0,11.553314,0.0,0.28,16,8
558,0.0,12.285839,0.0,0.338,16,9
559,0.0,13.87392,0.0,0.429,16,10
560,0.0,14.887801,0.0,0.489,16,11
561,0.0,14.153859,0.0,0.484,16,12
562,0.0,13.54395,0.0,0.429,16,13
563,0.0,14.675349,0.0,0.405,16,14
564,0.0,14.246056,0.0,0.418,16,15
565,0.0,13.466598,0.0,0.385,16,16
566,0.0,13.8663435,0.0,0.404,16,17
567,0.0,12.770334,0.0,0.516,16,18
568,0.0,12.123648,0.0,0.431,16,19
569,0.0,13.125949,0.0,0.441,16,20
570,0.0,13.940511,0.0,0.456,16,21
571,0.0,14.025799,0.0,0.46,16,22
572,0.0,13.613796,0.0,0.47,16,23
573,0.0,14.334444,0.0,0.731,16,24
574,0.0,14.253669,0.0,0.81,16,25
575,0.0,14.7595,0.0,0.7595,16,26
576,0.0,15.6535,0.00545,0.7195,16,27
577,0.0,15.9415,0.0121,0.67,16,28
578,0.002,16.387,0.0146,0.67,16,29
579,0.0055,16.15,0.0174,0.6965,16,30
580,0.007,15.631,0.02115,0.8255,16,31
581,0.007,15.9685,0.0256,0.9465,16,32
582,0.0075,15.9525,0.03065,0.997,16,33
583,0.018,15.798,0.0356,1.081,16,34
584,0.043,16.2815,0.0406,1.1335,16,35
585,0.06,16.2,0.04,0.81,16,36
586,0.21,16.4,0.04,0.75,16,37
587,0.36,15.72,0.05,1.22,16,38
588,0.7,16.13,0.06,1.61,16,39
589,0.7,15.89,0.07,2.75,16,40
590,0.88,15.16,0.08,3.63,16,41
591,1.71,15.77,0.09,3.62,16,42
592,2.61,14.2,0.11,4.01,16,43
593,3.09,11.79,0.13,3.48,16,44
594,3.82,11.68,0.16,2.66,16,45
595,4.94,13.5,0.39,2.3,16,46
596,6.79,16.69,1.39,2.46,16,47
597,7.39,13.98,2.33,2.93,16,48
